"","Attrition","Gender","Age","MaritalStatus","EducationField","Level of Education","MonthlyIncome","DistanceFromHome","NumCompaniesWorked","JobLevel","OverTime","PercentSalaryHike","PerformanceRating","BusinessTravel","StockOptionLevel","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobInvolvement","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance"
"1","0","0",1.37374684057872,"2","2",1,-0.308327706696205,-0.165637548045844,-0.684055201793356,-0.0945952950113465,"0",2.15368046812431,2.31796604330942,"2",0.215298455849007,0.62176674097672,0.93892167018984,-0.304872142658087,0.810920964200243,0.28206101751956,-0.871243108713755,-0.582668851206141,1.22134870907157,0.382032748408008
"2","1","0",0.0556671958787677,"1","5",2,-0.977455639020721,-0.91291282874372,1.36811040358671,-1.02162918612254,"1",-0.0175396180430183,-0.429945314484811,"3",-0.915018437358278,-1.17567103529816,-1.13658939022981,-0.660556309092522,-1.20462896855833,1.19333507412122,-0.871243108713755,0.295816493689271,-0.643983864783191,0.382032748408008
"3","0","0",-1.04273250803786,"2","4",1,-0.674146990749937,-0.91291282874372,2.59940976681475,-1.02162918612254,"0",-0.831747150355768,-0.429945314484811,"3",0.215298455849007,-0.816183480043187,-0.543586230109908,0.0508120237763478,-0.628757559198739,-1.54048709568375,0.469832671191187,-0.582668851206141,1.22134870907157,0.382032748408008
"4","0","0",-0.603372626471209,"3","2",1,-0.796747075718607,2.07618829404778,-0.684055201793356,-1.02162918612254,"0",0.525265403498815,-0.429945314484811,"3",0.215298455849007,-0.276952147160722,-0.543586230109908,0.762180356645218,-0.340821854518942,-1.54048709568375,0.469832671191187,0.295816493689271,1.22134870907157,-1.05793684174525
"5","0","0",-0.273852715296221,"3","4",2,-0.851774043837399,1.2043671332336,-1.09448832286937,-1.02162918612254,"0",-1.10314966112668,-0.429945314484811,"3",0.215298455849007,-0.816183480043187,-0.543586230109908,-0.304872142658087,-0.628757559198739,-0.629213039082096,0.469832671191187,1.17430183858468,0.288682422144189,0.382032748408008
"6","1","0",-0.0541727745128951,"1","2",4,-0.687573570970922,-0.0410916679295317,1.77854352466273,-1.02162918612254,"0",2.15368046812431,2.31796604330942,"3",-0.915018437358278,-0.276952147160722,-0.247084650049958,-0.660556309092522,-0.340821854518942,0.28206101751956,-0.871243108713755,-1.46115419610155,-0.643983864783191,0.382032748408008
"7","1","0",-0.273852715296221,"1","4",1,-0.785961789967323,-0.41472930827847,-0.273622080717342,-1.02162918612254,"0",-1.10314966112668,-0.429945314484811,"3",-0.915018437358278,-0.45669592478821,-0.543586230109908,-0.304872142658087,-0.340821854518942,-0.629213039082096,0.469832671191187,-1.46115419610155,0.288682422144189,0.382032748408008
"8","0","1",0.824546988620408,"2","4",4,0.818184384631716,-0.290183428162157,0.136811040358671,0.83243859609985,"0",-0.288942128813935,-0.429945314484811,"3",0.215298455849007,2.77869207250658,0.642420090129891,1.11786452307965,3.6902780109982,-1.54048709568375,-0.871243108713755,1.17430183858468,1.22134870907157,0.382032748408008
"9","0","1",1.04422692940373,"1","3",4,2.73290276729322,-0.91291282874372,0.136811040358671,2.68650637832224,"0",-0.831747150355768,-0.429945314484811,"3",-0.915018437358278,-0.816183480043187,-0.543586230109908,0.0508120237763478,-0.916693263878535,-0.629213039082096,0.469832671191187,-1.46115419610155,1.22134870907157,-1.05793684174525
"10","0","0",-0.383692685687884,"1","4",3,-0.888091842795802,-0.91291282874372,0.547244161434685,-1.02162918612254,"0",-1.10314966112668,-0.429945314484811,"3",-0.915018437358278,-0.995927257670676,-0.840087810169857,-0.660556309092522,-1.20462896855833,0.28206101751956,0.469832671191187,1.17430183858468,1.22134870907157,0.382032748408008
"11","0","0",-0.713212596862872,"1","4",2,-0.951923125813602,-0.0410916679295317,-0.684055201793356,-1.02162918612254,"0",-0.560344639584851,-0.429945314484811,"3",-0.915018437358278,0.62176674097672,-1.13658939022981,-0.304872142658087,1.09885666888004,1.19333507412122,-0.871243108713755,0.295816493689271,-1.57665015171057,0.382032748408008
"12","1","0",-1.37225241921285,"2","4",3,-0.932773740908262,-1.03745870886003,-0.273622080717342,-1.02162918612254,"1",0.253862892727898,-0.429945314484811,"3",0.215298455849007,-0.816183480043187,-1.13658939022981,0.0508120237763478,-1.20462896855833,-0.629213039082096,0.469832671191187,1.17430183858468,-1.57665015171057,-1.05793684174525
"13","0","0",-1.04273250803786,"1","2",3,0.483180202724507,-0.165637548045844,-0.684055201793356,0.83243859609985,"0",-0.0175396180430183,-0.429945314484811,"2",-0.915018437358278,0.442022963349232,1.23542325024979,-0.304872142658087,0.810920964200243,1.19333507412122,0.469832671191187,0.295816493689271,1.22134870907157,0.382032748408008
"14","1","1",0.495027077445419,"2","6",3,2.86452727503337,0.332545972419406,-0.684055201793356,2.68650637832224,"0",-0.831747150355768,-0.429945314484811,"3",-0.915018437358278,2.77869207250658,3.31093431066944,4.674706187424,1.09885666888004,-0.629213039082096,0.469832671191187,0.295816493689271,1.22134870907157,0.382032748408008
"15","0","1",0.824546988620408,"3","3",5,-0.237012756014249,-1.03745870886003,0.957677282510699,-0.0945952950113465,"1",1.61087544658248,2.31796604330942,"3",0.215298455849007,-0.45669592478821,-0.247084650049958,-0.304872142658087,-0.340821854518942,-0.629213039082096,0.469832671191187,-1.46115419610155,0.288682422144189,-1.05793684174525
"16","0","1",2.47214654449535,"1","2",1,-0.232830706437221,-1.03745870886003,1.77854352466273,-0.0945952950113465,"0",-1.10314966112668,-0.429945314484811,"2",-0.915018437358278,-0.45669592478821,-0.247084650049958,-0.304872142658087,-0.340821854518942,-1.54048709568375,-0.871243108713755,0.295816493689271,1.22134870907157,-1.05793684174525
"17","0","0",-0.603372626471209,"1","4",4,-0.886991303433426,-1.03745870886003,-0.684055201793356,-1.02162918612254,"0",0.525265403498815,-0.429945314484811,"3",-0.915018437358278,-0.995927257670676,-0.840087810169857,-0.304872142658087,-1.20462896855833,0.28206101751956,0.469832671191187,-0.582668851206141,-0.643983864783191,0.382032748408008
"18","0","0",-0.493532656079547,"2","2",3,-0.0684101256982692,-1.03745870886003,-0.684055201793356,-0.0945952950113465,"0",0.525265403498815,-0.429945314484811,"3",1.34561534905629,0.62176674097672,0.0494169300099916,-0.660556309092522,1.38679237355983,-0.629213039082096,0.469832671191187,-0.582668851206141,-0.643983864783191,0.382032748408008
"19","0","0",-0.164012744904558,"1","3",4,-0.488375946380894,-1.03745870886003,-1.09448832286937,-0.0945952950113465,"0",-0.288942128813935,-0.429945314484811,"3",-0.915018437358278,1.52048562911416,2.71793115054954,0.0508120237763478,1.09885666888004,0.28206101751956,-0.871243108713755,-1.46115419610155,-0.643983864783191,0.382032748408008
"20","0","0",1.04422692940373,"2","4",3,0.911730230433663,-1.03745870886003,-0.273622080717342,0.83243859609985,"1",-0.560344639584851,-0.429945314484811,"2",0.215298455849007,0.62176674097672,1.53192483030974,2.54060118881739,0.23504955484065,0.28206101751956,-0.871243108713755,-1.46115419610155,0.288682422144189,-1.05793684174525
"21","0","0",-0.493532656079547,"1","4",4,-0.334740651393225,-0.41472930827847,-0.684055201793356,-0.0945952950113465,"0",0.253862892727898,-0.429945314484811,"3",-0.915018437358278,0.801510518604209,1.23542325024979,1.11786452307965,0.810920964200243,-0.629213039082096,0.469832671191187,0.295816493689271,-1.57665015171057,0.382032748408008
"22","0","0",-0.932892537646198,"2","4",3,-0.508405762776134,-0.663821068511095,-0.684055201793356,-0.0945952950113465,"0",-0.0175396180430183,-0.429945314484811,"1",-0.915018437358278,-0.276952147160722,0.0494169300099916,-0.660556309092522,-0.0528861498391462,-0.629213039082096,0.469832671191187,0.295816493689271,-0.643983864783191,1.82200233856127
"23","0","0",2.36230657410369,"1","4",4,1.61585531448173,0.083454212186781,-1.09448832286937,1.75947248721105,"0",-0.560344639584851,-0.429945314484811,"3",-0.915018437358278,5.47484873691891,1.82842641036969,-0.304872142658087,1.09885666888004,1.19333507412122,0.469832671191187,0.295816493689271,0.288682422144189,-1.05793684174525
"24","1","0",0.0556671958787677,"3","1",4,-0.981197472852799,-0.41472930827847,0.547244161434685,-1.02162918612254,"1",1.8822779573534,2.31796604330942,"3",-0.915018437358278,-0.636439702415699,-0.543586230109908,-0.660556309092522,-0.628757559198739,0.28206101751956,0.469832671191187,-1.46115419610155,1.22134870907157,0.382032748408008
